ITEM_ID,MAKE,MODEL,YEAR,MILEAGE,PRICE
7609,Toyota,Rav4,2015,65696,31103
7620,Nissan,Leaf,2013,97117,31098
7641,Nissan,Leaf,2016,50999,35767
7642,Ford,Mustang,2011,124918,17302
7647,Toyota,Sienna,2014,83314,27388
7651,Nissan,Leaf,2009,157310,16632
7654,Toyota,Rav4,2011,120307,22122
7656,Nissan,Leaf,2012,105851,20408
7662,Toyota,Sienna,2013,92648,27309
7663,Nissan,Leaf,2012,109432,20730
7667,Ford,Fusion,2011,120357,19489
7671,Toyota,Rav4,2016,48511,39535
7681,Toyota,Rav4,2011,121550,19749
7686,Nissan,Leaf,2012,113168,25137
7692,Toyota,Prius,2016,50121,37461
7695,Nissan,Leaf,2008,174698,16395
7702,Ford,Mustang,2013,99027,31067
7712,Toyota,Rav4,2013,98317,22531
7717,Toyota,Sienna,2014,81190,26257
7720,Ford,Mustang,2013,97978,26328
7727,Ford,Fusion,2011,120883,20374
7732,Toyota,Sienna,2013,93710,24963
7745,Nissan,Leaf,2015,68970,35410
7760,Ford,Mustang,2015,63975,32647
7768,Toyota,Rav4,2011,123301,19566
7782,Toyota,Sienna,2012,113967,19098
7784,Toyota,Prius,2013,90282,31734
7786,Toyota,Sienna,2012,114548,20482
7797,Nissan,Leaf,2016,52981,37381
7801,Nissan,Leaf,2012,106031,24583
7805,Nissan,Leaf,2011,121702,22970
7808,Toyota,Rav4,2014,79336,31482
7809,Nissan,Altima,2011,121713,23031
7812,Ford,Mustang,2012,111797,24241
7839,Nissan,Altima,2013,97095,23455
7855,Toyota,Rav4,2013,97639,27919
7858,Toyota,Rav4,2015,60279,34375
7861,Nissan,Altima,2012,114429,20626
7866,Nissan,Rogue,2015,60436,34233
7869,Toyota,Sienna,2010,136293,22778
7877,Toyota,Rav4,2012,108684,22078
7886,Toyota,Rav4,2010,138981,17239
7887,Toyota,Sienna,2011,120011,24377
7907,Ford,Mustang,2014,84144,29235
7908,Toyota,Sienna,2009,157183,17624
7917,Nissan,Leaf,2015,67805,29470
7929,Toyota,Sienna,2014,77579,30311
7943,Ford,Mustang,2013,93325,23663
7947,Nissan,Leaf,2014,81207,25014
7951,Toyota,Rav4,2013,92320,23659
7952,Nissan,Leaf,2010,144888,21169
7959,Nissan,Leaf,2014,77615,33459
7964,Toyota,Rav4,2016,49493,35727
7979,Toyota,Prius,2013,95149,31691
7987,Toyota,Sienna,2014,84823,31498
7996,Toyota,Sienna,2014,81065,32548
8002,Toyota,Sienna,2015,67159,28144
8006,Toyota,Prius,2009,157733,13834
8007,Ford,Mustang,2012,111748,19025
8022,Ford,Mustang,2014,79846,32133
8024,Nissan,Leaf,2016,47144,39260
8033,Toyota,Sienna,2013,94699,23597
8036,Ford,Mustang,2013,98008,30527
8049,Toyota,Sienna,2012,114528,25109
8057,Toyota,Rav4,2015,63137,29664
8064,Nissan,Leaf,2015,67710,35286
8069,Nissan,Altima,2014,77855,31661
8071,Nissan,Altima,2014,76080,29424
8078,Nissan,Leaf,2013,92942,24008
8081,Nissan,Rogue,2015,68496,33002
8082,Toyota,Sienna,2013,94778,26829
8083,Nissan,Altima,2014,76248,25600
8085,Toyota,Sienna,2011,120795,23377
8091,Toyota,Prius,2011,122140,22880
8093,Toyota,Rav4,2018,21511,40927
8096,Toyota,Rav4,2013,99575,29455
8100,Ford,Mustang,2017,34016,39649
8102,Toyota,Rav4,2012,114280,22301
8108,Toyota,Sienna,2015,65774,31640
8109,Nissan,Altima,2014,78243,30110
8111,Toyota,Sienna,2016,49622,40661
8113,Nissan,Leaf,2013,92760,23189
8116,Nissan,Leaf,2014,80784,30806
8117,Toyota,Sienna,2015,63687,32455
8128,Ford,Fusion,2014,78738,27605
8135,Nissan,Leaf,2013,91387,28862
8137,Toyota,Sienna,2015,64851,29195
8142,Toyota,Prius,2010,144274,18345
8146,Nissan,Leaf,2015,61813,37489
8149,Ford,Fusion,2015,62448,36486
8156,Nissan,Leaf,2015,69549,28315
8157,Toyota,Rav4,2012,106285,26999
8161,Nissan,Rogue,2013,96789,25065
8165,Nissan,Rogue,2015,65085,35328
8167,Ford,Mustang,2010,135793,15415
8168,Ford,Mustang,2012,109081,25731
8172,Ford,Fusion,2012,105065,24055
8179,Toyota,Sienna,2014,81468,25086
8185,Toyota,Prius,2012,114925,23353
8187,Nissan,Rogue,2015,66425,31384
8198,Nissan,Leaf,2012,112869,27223
8214,Toyota,Sienna,2013,99807,31929
8216,Nissan,Leaf,2013,92844,27364
8217,Nissan,Altima,2012,105241,22426
8224,Ford,Mustang,2013,95674,29291
8237,Toyota,Rav4,2012,105525,24068
8238,Toyota,Sienna,2013,92017,28927
8242,Toyota,Sienna,2012,105262,21736
8245,Toyota,Prius,2012,105336,26156
8256,Toyota,Sienna,2012,111661,19483
8260,Toyota,Sienna,2013,96476,23831
8267,Toyota,Prius,2012,105154,20887
8272,Ford,Mustang,2018,20179,38455
8275,Nissan,Leaf,2015,67284,30532
8278,Nissan,Leaf,2014,75919,26249
8279,Nissan,Altima,2014,76425,33728
8285,Nissan,Altima,2016,54502,32990
8290,Toyota,Sienna,2016,49678,35423
8296,Nissan,Leaf,2015,60101,30472
8297,Toyota,Rav4,2013,93339,28588
8299,Toyota,Rav4,2017,38842,34403
8303,Nissan,Leaf,2013,96661,31158
8305,Ford,Fusion,2013,97341,30984
8307,Nissan,Leaf,2013,93114,28009
8315,Ford,Mustang,2014,83468,31572
8319,Toyota,Prius,2012,112895,22985
8322,Toyota,Rav4,2012,108868,23340
8335,Ford,Mustang,2012,114687,27742
8337,Toyota,Prius,2011,120862,19987
8339,Toyota,Sienna,2013,99248,27542
8340,Ford,Mustang,2012,114642,27779
8350,Toyota,Sienna,2013,93141,26506
8356,Toyota,Sienna,2011,129643,16521
8362,Toyota,Sienna,2012,106897,27332
8364,Ford,Mustang,2012,114905,26966
8365,Toyota,Rav4,2016,48222,37597
8366,Ford,Mustang,2013,90911,27397
8370,Nissan,Leaf,2017,31605,36480
8375,Toyota,Sienna,2013,91644,22195
8376,Toyota,Rav4,2011,124562,20597
8381,Nissan,Altima,2015,66509,30581
8384,Toyota,Sienna,2011,121218,19049
8391,Toyota,Rav4,2016,54706,31927
8395,Nissan,Leaf,2014,81612,26696
8397,Toyota,Sienna,2015,62808,29848
8403,Toyota,Prius,2015,61357,34368
8412,Nissan,Leaf,2013,91428,30716
8416,Nissan,Altima,2016,50890,35316
8418,Nissan,Rogue,2014,77332,27334
8419,Nissan,Leaf,2014,75354,28288
8442,Toyota,Rav4,2014,81964,34917
8451,Ford,Fusion,2016,53552,34737
8453,Nissan,Leaf,2013,97004,28345
8465,Toyota,Prius,2012,105696,26866
8468,Nissan,Leaf,2017,39181,38001
8475,Ford,Mustang,2012,114343,28301
8482,Ford,Mustang,2012,114938,19132
8491,Nissan,Leaf,2016,47494,35940
8492,Toyota,Rav4,2014,84620,32751
8493,Toyota,Prius,2012,106355,23108
8494,Toyota,Sienna,2012,105847,26986
8496,Toyota,Rav4,2014,78801,28378
8503,Toyota,Sienna,2013,92267,30140
8514,Toyota,Rav4,2012,113829,20213
8528,Toyota,Sienna,2013,95390,27642
8533,Toyota,Rav4,2012,111598,28331
8534,Ford,Mustang,2013,99415,29866
8536,Nissan,Leaf,2013,96165,22301
8538,Toyota,Rav4,2014,78342,31121
8541,Toyota,Sienna,2013,94828,30344
8547,Nissan,Leaf,2012,109307,28291
8548,Toyota,Sienna,2009,157225,16160
8561,Toyota,Sienna,2014,76548,26754
8562,Ford,Fusion,2016,51858,40167
8570,Toyota,Rav4,2015,69392,33728
8573,Ford,Mustang,2012,110906,19248
8574,Toyota,Sienna,2014,76850,28389
8588,Ford,Fusion,2015,63969,36771
8590,Toyota,Sienna,2012,107038,20637
8597,Toyota,Sienna,2012,112892,22336
8604,Toyota,Prius,2016,46106,31102
8607,Toyota,Sienna,2013,99231,22439
8608,Nissan,Leaf,2015,62885,34530
8619,Toyota,Rav4,2014,83296,32918
8623,Toyota,Sienna,2012,110130,24751
8632,Toyota,Rav4,2013,96106,27986
8637,Toyota,Prius,2010,137958,21290
8638,Toyota,Rav4,2010,137870,22027
8644,Toyota,Sienna,2013,90991,25270
8647,Nissan,Leaf,2014,81162,30893
8654,Toyota,Sienna,2013,98836,28727
8655,Toyota,Sienna,2013,95373,30822
8657,Ford,Mustang,2017,38335,35526
8658,Toyota,Sienna,2012,113859,26974
8659,Ford,Mustang,2010,137203,18718
8661,Toyota,Prius,2012,112138,26180
8665,Toyota,Prius,2011,122624,20855
8668,Ford,Mustang,2011,127544,20824
8671,Toyota,Rav4,2013,99425,31762
8681,Toyota,Prius,2013,96485,24548
8683,Nissan,Leaf,2014,81282,32682
8685,Ford,Mustang,2014,83588,33742
8693,Toyota,Sienna,2015,60891,31245
8697,Ford,Mustang,2010,143445,14058
8700,Ford,Fusion,2015,67431,32744
8707,Ford,Mustang,2014,76306,32640
8710,Toyota,Sienna,2012,110522,20039
8717,Toyota,Sienna,2014,80119,27233
8721,Ford,Mustang,2013,99905,24299
8722,Toyota,Sienna,2013,91156,23641
8725,Toyota,Rav4,2015,60132,34101
8726,Nissan,Leaf,2016,50184,34950
8732,Toyota,Prius,2012,109858,21536
8737,Toyota,Sienna,2013,92673,29374
8742,Toyota,Sienna,2014,78487,32854
8744,Toyota,Prius,2017,35478,42294
8747,Nissan,Altima,2014,80881,25966
8752,Nissan,Leaf,2015,63213,34569
8755,Ford,Mustang,2014,79466,29723
8756,Toyota,Rav4,2015,62579,32830
8757,Ford,Mustang,2013,94476,27770
8758,Ford,Mustang,2012,108216,24528
8763,Toyota,Sienna,2013,95534,26692
8764,Nissan,Altima,2014,82974,31964
8766,Toyota,Sienna,2012,105492,21484
8772,Ford,Mustang,2015,63146,28415
8773,Nissan,Leaf,2015,62274,37527
8774,Ford,Mustang,2010,136411,21705
8781,Toyota,Rav4,2013,99145,26465
8789,Toyota,Rav4,2011,125676,17742
8801,Ford,Fusion,2012,107516,21621
8802,Ford,Mustang,2014,79440,29516
8805,Ford,Mustang,2014,75888,32710
8806,Ford,Mustang,2009,152296,19196
8807,Toyota,Sienna,2014,84884,34997
8808,Toyota,Prius,2013,92661,29063
8809,Ford,Mustang,2012,112707,23751
8824,Ford,Mustang,2014,81564,34776
8825,Toyota,Sienna,2010,142519,22538
8828,Toyota,Sienna,2012,112370,28496
8838,Toyota,Rav4,2013,92806,25183
8844,Toyota,Sienna,2012,106158,22503
8847,Toyota,Rav4,2012,105221,19584
8848,Toyota,Rav4,2015,65146,28702
8851,Toyota,Sienna,2012,109641,28458
8860,Toyota,Sienna,2016,53150,34194
8863,Toyota,Sienna,2010,139370,22464
8866,Toyota,Prius,2011,121460,20905
8869,Toyota,Sienna,2013,97711,24504
8877,Toyota,Prius,2012,114153,24963
8880,Ford,Fusion,2013,91357,23308
8881,Toyota,Sienna,2012,106568,19981
8884,Nissan,Leaf,2016,54967,34727
8887,Nissan,Leaf,2016,45241,34057
8888,Toyota,Rav4,2012,110129,27541
8902,Nissan,Leaf,2011,126685,16042
8906,Toyota,Rav4,2015,66553,31577
8907,Ford,Mustang,2012,106410,28318
8908,Toyota,Rav4,2013,91021,31115
8909,Nissan,Altima,2012,109282,28840
8911,Toyota,Prius,2011,127404,22255
8912,Nissan,Leaf,2010,143307,14916
8916,Nissan,Leaf,2014,76414,34112
8920,Toyota,Prius,2014,81601,29354
8925,Toyota,Sienna,2016,45620,31750
8928,Toyota,Rav4,2012,113309,28320
8932,Toyota,Prius,2013,98816,27500
8933,Nissan,Leaf,2015,64649,37020
8934,Ford,Mustang,2012,113029,26181
8942,Nissan,Altima,2015,66108,31541
8943,Nissan,Leaf,2015,65029,36659
8945,Toyota,Rav4,2017,35622,40052
8962,Toyota,Sienna,2010,143273,14219
8963,Toyota,Rav4,2011,129695,25444
8964,Nissan,Leaf,2014,79962,29674
8967,Toyota,Sienna,2009,159717,15473
8974,Nissan,Altima,2013,93271,25344
8978,Toyota,Sienna,2013,96290,31947
8980,Ford,Mustang,2009,150377,19821
8983,Nissan,Altima,2012,111541,19101
8985,Toyota,Sienna,2013,96206,25539
8988,Toyota,Rav4,2012,106583,20406
8993,Ford,Mustang,2009,151127,18830
8995,Nissan,Altima,2015,62654,31769
8996,Toyota,Rav4,2013,92112,27526
8997,Toyota,Rav4,2011,120190,18839
8998,Toyota,Rav4,2014,76749,26446
8999,Toyota,Sienna,2015,69943,36416
9005,Ford,Mustang,2014,84859,32362
9007,Toyota,Prius,2009,156250,14998
9008,Toyota,Rav4,2013,93060,30212
9009,Ford,Mustang,2017,31771,38108
9015,Toyota,Rav4,2015,65810,29867
9017,Ford,Mustang,2019,6218,49605
9019,Toyota,Sienna,2017,34257,34476
9021,Toyota,Sienna,2014,76887,27715
9022,Ford,Mustang,2014,83064,33489
9023,Ford,Mustang,2012,111326,26135
9027,Ford,Mustang,2014,84308,30691
9028,Toyota,Sienna,2013,90985,24652
9032,Nissan,Leaf,2015,69253,29168
9034,Ford,Mustang,2016,52309,38016
9035,Toyota,Rav4,2014,76750,28856
9037,Nissan,Rogue,2013,97448,27425
9045,Toyota,Rav4,2011,125005,16951
9051,Ford,Mustang,2013,91943,27003
9053,Ford,Mustang,2017,32034,38487
9054,Nissan,Leaf,2010,139945,21979
9058,Ford,Mustang,2018,17440,39017
9059,Toyota,Prius,2013,90475,24354
9061,Toyota,Sienna,2014,78853,28751
9062,Nissan,Altima,2014,82456,28765
9074,Ford,Mustang,2016,51840,37193
9083,Toyota,Rav4,2012,114509,22443
9085,Toyota,Sienna,2016,50206,35522
9086,Toyota,Rav4,2015,62470,33936
9090,Nissan,Altima,2009,152255,19200
9095,Nissan,Rogue,2017,31599,41478
9096,Toyota,Prius,2012,107570,27522
9099,Toyota,Rav4,2012,113737,25952
9101,Ford,Mustang,2009,158954,11018
9104,Toyota,Rav4,2013,92792,31433
9105,Toyota,Rav4,2016,50256,40536
9106,Toyota,Sienna,2012,110968,20132
9111,Toyota,Sienna,2014,79272,32890
9113,Toyota,Rav4,2013,99681,25122
9117,Toyota,Rav4,2015,64787,31725
9119,Nissan,Altima,2013,98092,31252
9123,Ford,Mustang,2012,109867,26634
9124,Toyota,Rav4,2013,94871,23317
9128,Ford,Mustang,2015,62762,28469
9129,Nissan,Leaf,2013,92185,22150
9131,Nissan,Leaf,2012,112732,26036
9134,Nissan,Leaf,2014,75543,34332
9145,Toyota,Prius,2012,110418,25587
9147,Nissan,Leaf,2012,109646,21046
9148,Toyota,Prius,2014,82977,32311
9149,Toyota,Prius,2013,91773,22309
9151,Nissan,Altima,2011,124888,25344
9152,Nissan,Leaf,2012,111368,21326
9157,Toyota,Rav4,2014,84754,33372
9158,Nissan,Altima,2018,21638,39935
9162,Toyota,Sienna,2012,114819,22449
9164,Toyota,Sienna,2014,78778,29806
9166,Ford,Mustang,2014,75909,30712
9167,Toyota,Sienna,2015,61001,29488
9174,Toyota,Rav4,2017,37122,38543
9176,Nissan,Leaf,2016,49689,34457
9178,Toyota,Sienna,2007,180178,10000
9179,Ford,Mustang,2017,30471,39976
9182,Toyota,Rav4,2011,129107,21070
9188,Toyota,Rav4,2015,68554,34008
9190,Toyota,Sienna,2014,81973,26444
9192,Nissan,Rogue,2010,144485,19132
9193,Toyota,Rav4,2014,84392,27727
9195,Nissan,Leaf,2012,106740,24324
9199,Ford,Mustang,2012,114556,24886
9200,Nissan,Altima,2012,106579,22638
9204,Nissan,Leaf,2014,80112,31507
9207,Ford,Mustang,2016,46558,34421
9208,Toyota,Sienna,2013,98611,30295
9218,Nissan,Altima,2012,111629,22196
9219,Toyota,Sienna,2009,154588,18996
9220,Toyota,Prius,2013,94418,23573
9222,Nissan,Altima,2014,75189,27926
9228,Toyota,Sienna,2013,92540,23854
9229,Ford,Mustang,2012,106079,28619
9238,Toyota,Sienna,2014,76956,34166
9241,Nissan,Altima,2016,47972,31919
9245,Ford,Mustang,2011,128101,20679
9246,Toyota,Rav4,2014,83937,26103
9253,Toyota,Sienna,2015,66933,31735
9257,Toyota,Sienna,2011,120593,16207
9258,Toyota,Rav4,2013,94722,22148
9263,Toyota,Rav4,2015,65201,30808
9272,Toyota,Rav4,2012,107303,24337
9273,Toyota,Rav4,2011,126930,23463
9284,Nissan,Leaf,2014,78017,26874
9286,Toyota,Rav4,2019,6745,42908
9287,Nissan,Rogue,2018,20870,45811
9291,Nissan,Leaf,2016,53905,32482
9292,Toyota,Sienna,2012,112368,23770
9293,Ford,Mustang,2014,78301,26149
9294,Nissan,Leaf,2015,65493,31222
9298,Toyota,Rav4,2017,36993,38473
9301,Ford,Mustang,2014,76224,33137
9303,Toyota,Sienna,2012,107906,22422
9305,Toyota,Rav4,2012,113495,25671
9306,Ford,Mustang,2015,64613,33547
9321,Nissan,Leaf,2011,122039,17465
9322,Toyota,Sienna,2013,96082,23796
9326,Ford,Mustang,2015,67653,37325
9327,Toyota,Prius,2013,97089,28746
9328,Ford,Mustang,2014,79490,31105
9330,Ford,Mustang,2015,61412,28170
9334,Toyota,Rav4,2010,140111,13571
9339,Toyota,Rav4,2015,61276,32934
9342,Toyota,Sienna,2014,78099,30286
9350,Nissan,Leaf,2014,83112,33167
9352,Nissan,Leaf,2009,154995,18875
9353,Toyota,Rav4,2012,112122,26576
9359,Toyota,Sienna,2012,113941,27548
9361,Ford,Mustang,2013,95047,28999
9363,Toyota,Sienna,2013,91243,22731
9367,Nissan,Altima,2017,37766,43283
9368,Toyota,Rav4,2015,65518,28255
9370,Nissan,Leaf,2017,33471,42734
9376,Toyota,Rav4,2013,95681,25288
9377,Toyota,Rav4,2019,2548,44566
9383,Nissan,Leaf,2015,68512,31996
9384,Toyota,Prius,2012,114503,28201
9392,Ford,Mustang,2014,81747,34773
9394,Toyota,Sienna,2012,109065,20199
9396,Toyota,Sienna,2013,92566,23406
9399,Ford,Mustang,2015,68580,31471
9402,Nissan,Leaf,2015,67083,30338
9403,Ford,Mustang,2014,77561,34827
9406,Toyota,Sienna,2014,79249,29535
9409,Toyota,Rav4,2011,127358,23579
9417,Toyota,Rav4,2009,154042,18045
9422,Toyota,Rav4,2014,79460,32148
9427,Ford,Mustang,2012,107553,20217
9428,Ford,Mustang,2014,79987,34729
9430,Toyota,Prius,2019,5599,48372
9431,Toyota,Rav4,2013,90064,25302
9432,Toyota,Rav4,2013,97239,29191
9433,Toyota,Sienna,2014,77279,29105
9434,Ford,Mustang,2016,49029,31171
9435,Nissan,Leaf,2013,95936,25783
9439,Toyota,Prius,2015,69895,34254
9441,Ford,Mustang,2014,78784,34871
9445,Nissan,Leaf,2016,53637,34639
9448,Nissan,Altima,2014,81557,31140
9449,Toyota,Sienna,2010,143591,21547
9451,Nissan,Altima,2014,78831,25317
9453,Ford,Mustang,2016,50206,32702
9456,Toyota,Rav4,2010,138436,15898
9459,Toyota,Rav4,2014,80677,32589
9465,Toyota,Rav4,2011,120621,19634
9468,Toyota,Prius,2011,121381,21582
9469,Toyota,Rav4,2013,90845,26151
9472,Nissan,Leaf,2014,80906,26315
9473,Nissan,Altima,2015,67421,36967
9474,Toyota,Rav4,2013,93922,29252
9476,Nissan,Leaf,2017,32377,37527
9479,Toyota,Sienna,2012,107430,28383
9481,Nissan,Leaf,2015,61082,37126
9487,Toyota,Rav4,2015,68910,29003
9491,Nissan,Leaf,2014,83617,32460
9492,Ford,Mustang,2013,96108,28126
9494,Toyota,Sienna,2013,94109,28709
9496,Toyota,Sienna,2016,50945,37853
9497,Toyota,Sienna,2012,111802,24784
9501,Toyota,Sienna,2017,34229,41282
9502,Toyota,Sienna,2014,79967,34538
9505,Toyota,Prius,2012,114576,27459
9506,Nissan,Rogue,2015,67599,35316
9508,Nissan,Leaf,2012,109475,24989
9510,Nissan,Leaf,2012,111447,23026
9512,Toyota,Prius,2012,111439,20163
