USER_ID,AGE,GENDER,LOCATION,SALARY,FAV_CLUSTER,FAV_MODEL,FAV
467,39,MALE,11368,34746,8,4,NEWISH-Toyota-Sienna
469,43,MALE,11368,34746,10,5,NEWISH-Toyota-Rav4
471,37,FEMALE,91706,41621,10,5,NEWISH-Toyota-Rav4
472,45,FEMALE,10467,29044,7,3,OLDISH-Ford-Mustang
474,36,MALE,93065,72384,9,4,OLDISH-Toyota-Sienna
477,46,MALE,11235,31013,12,6,NEWISH-Nissan-Leaf
484,37,MALE,10468,26852,9,4,OLDISH-Toyota-Sienna
491,39,FEMALE,78521,23426,7,3,OLDISH-Ford-Mustang
492,39,FEMALE,79936,42857,17,8,OLDISH-Nissan-Rogue
494,33,FEMALE,77449,59198,7,3,OLDISH-Ford-Mustang
496,37,MALE,10458,22072,9,4,OLDISH-Toyota-Sienna
508,43,FEMALE,11355,36973,11,5,OLDISH-Toyota-Rav4
511,27,FEMALE,77084,53075,10,5,NEWISH-Toyota-Rav4
512,44,FEMALE,60617,35534,10,5,NEWISH-Toyota-Rav4
513,38,FEMALE,77494,86488,7,3,OLDISH-Ford-Mustang
523,35,MALE,75217,31532,6,3,NEWISH-Ford-Mustang
525,41,FEMALE,10468,26852,5,2,OLDISH-Toyota-Prius
527,34,MALE,89110,43073,7,3,OLDISH-Ford-Mustang
532,42,MALE,92704,49923,5,2,OLDISH-Toyota-Prius
533,45,MALE,90011,23851,5,2,OLDISH-Toyota-Prius
536,39,MALE,11214,33765,7,3,OLDISH-Ford-Mustang
538,41,FEMALE,90044,22091,11,5,OLDISH-Toyota-Rav4
539,38,MALE,94565,48523,9,4,OLDISH-Toyota-Sienna
543,36,MALE,90280,35744,10,5,NEWISH-Toyota-Rav4
552,38,MALE,93257,30995,8,4,NEWISH-Toyota-Sienna
553,36,FEMALE,91342,48744,11,5,OLDISH-Toyota-Rav4
561,47,MALE,92376,37568,5,2,OLDISH-Toyota-Prius
562,36,FEMALE,60625,40083,15,7,OLDISH-Nissan-Altima
564,42,MALE,91335,40792,5,2,OLDISH-Toyota-Prius
565,31,FEMALE,92683,49686,7,3,OLDISH-Ford-Mustang
571,44,FEMALE,93550,37484,7,3,OLDISH-Ford-Mustang
579,43,MALE,93722,43256,8,4,NEWISH-Toyota-Sienna
581,36,MALE,91331,39225,11,5,OLDISH-Toyota-Rav4
585,41,MALE,77036,26931,8,4,NEWISH-Toyota-Sienna
590,33,FEMALE,92704,49923,11,5,OLDISH-Toyota-Rav4
595,43,FEMALE,94544,49452,12,6,NEWISH-Nissan-Leaf
596,49,MALE,10462,33735,9,4,OLDISH-Toyota-Sienna
600,45,FEMALE,90044,22091,10,5,NEWISH-Toyota-Rav4
607,40,FEMALE,60625,40083,8,4,NEWISH-Toyota-Sienna
610,41,FEMALE,92376,37568,5,2,OLDISH-Toyota-Prius
617,43,MALE,11355,36973,8,4,NEWISH-Toyota-Sienna
619,45,FEMALE,10453,21109,7,3,OLDISH-Ford-Mustang
626,42,MALE,91910,42970,10,5,NEWISH-Toyota-Rav4
630,42,MALE,92376,37568,12,6,NEWISH-Nissan-Leaf
632,32,MALE,90650,46012,11,5,OLDISH-Toyota-Rav4
638,39,FEMALE,10456,16664,4,2,NEWISH-Toyota-Prius
642,33,FEMALE,92336,55340,9,4,OLDISH-Toyota-Sienna
645,39,FEMALE,60618,41355,10,5,NEWISH-Toyota-Rav4
646,37,MALE,10456,16664,12,6,NEWISH-Nissan-Leaf
648,37,MALE,93307,26462,14,7,NEWISH-Nissan-Altima
649,45,MALE,10002,24022,10,5,NEWISH-Toyota-Rav4
651,41,MALE,30349,39141,6,3,NEWISH-Ford-Mustang
654,36,MALE,94544,49452,7,3,OLDISH-Ford-Mustang
660,39,FEMALE,91744,46792,8,4,NEWISH-Toyota-Sienna
663,45,MALE,77084,53075,10,5,NEWISH-Toyota-Rav4
665,39,FEMALE,75052,60254,16,8,NEWISH-Nissan-Rogue
670,43,MALE,90805,32565,13,6,OLDISH-Nissan-Leaf
671,45,FEMALE,95076,45354,9,4,OLDISH-Toyota-Sienna
677,38,MALE,60625,40083,12,6,NEWISH-Nissan-Leaf
680,37,FEMALE,90280,35744,6,3,NEWISH-Ford-Mustang
682,36,MALE,11214,33765,1,0,OLDISH-Toyota-Camry
683,39,FEMALE,93065,72384,9,4,OLDISH-Toyota-Sienna
686,41,FEMALE,75052,60254,14,7,NEWISH-Nissan-Altima
697,45,FEMALE,77083,52931,8,4,NEWISH-Toyota-Sienna
698,41,MALE,78572,23799,12,6,NEWISH-Nissan-Leaf
700,33,FEMALE,91342,48744,18,9,NEWISH-Ford-Explorer
703,46,FEMALE,77036,26931,6,3,NEWISH-Ford-Mustang
708,38,FEMALE,77584,70113,4,2,NEWISH-Toyota-Prius
709,39,MALE,92336,55340,11,5,OLDISH-Toyota-Rav4
712,37,MALE,90011,23851,9,4,OLDISH-Toyota-Sienna
713,39,MALE,93257,30995,9,4,OLDISH-Toyota-Sienna
717,38,MALE,91706,41621,11,5,OLDISH-Toyota-Rav4
718,34,MALE,79936,42857,12,6,NEWISH-Nissan-Leaf
724,37,FEMALE,95076,45354,7,3,OLDISH-Ford-Mustang
727,42,MALE,95076,45354,8,4,NEWISH-Toyota-Sienna
728,42,FEMALE,11212,20839,3,1,OLDISH-Ford-Fusion
730,39,MALE,926,26306,9,4,OLDISH-Toyota-Sienna
731,44,FEMALE,93722,43256,9,4,OLDISH-Toyota-Sienna
734,41,FEMALE,78577,24216,9,4,OLDISH-Toyota-Sienna
738,46,FEMALE,11377,37360,10,5,NEWISH-Toyota-Rav4
739,30,FEMALE,93257,30995,10,5,NEWISH-Toyota-Rav4
742,38,FEMALE,60618,41355,5,2,OLDISH-Toyota-Prius
746,35,MALE,60629,40279,10,5,NEWISH-Toyota-Rav4
748,40,MALE,90044,22091,8,4,NEWISH-Toyota-Sienna
753,39,MALE,79912,48627,13,6,OLDISH-Nissan-Leaf
760,41,MALE,91910,42970,11,5,OLDISH-Toyota-Rav4
764,48,FEMALE,90201,30029,7,3,OLDISH-Ford-Mustang
768,34,MALE,95076,45354,3,1,OLDISH-Ford-Fusion
775,39,FEMALE,92553,38554,14,7,NEWISH-Nissan-Altima
782,38,MALE,91910,42970,11,5,OLDISH-Toyota-Rav4
785,41,MALE,77479,96118,9,4,OLDISH-Toyota-Sienna
793,45,FEMALE,10025,49733,6,3,NEWISH-Ford-Mustang
794,43,MALE,77573,68458,12,6,NEWISH-Nissan-Leaf
802,36,FEMALE,11230,32327,7,3,OLDISH-Ford-Mustang
804,41,FEMALE,79912,48627,5,2,OLDISH-Toyota-Prius
805,40,MALE,92683,49686,12,6,NEWISH-Nissan-Leaf
806,43,MALE,10468,26852,6,3,NEWISH-Ford-Mustang
809,42,FEMALE,11355,36973,9,4,OLDISH-Toyota-Sienna
810,43,MALE,91911,38010,12,6,NEWISH-Nissan-Leaf
812,40,FEMALE,90255,30375,6,3,NEWISH-Ford-Mustang
817,39,MALE,28269,61899,13,6,OLDISH-Nissan-Leaf
818,38,FEMALE,77449,59198,6,3,NEWISH-Ford-Mustang
819,43,FEMALE,77083,52931,17,8,OLDISH-Nissan-Rogue
821,42,FEMALE,10002,24022,7,3,OLDISH-Ford-Mustang
826,40,MALE,28269,61899,15,7,OLDISH-Nissan-Altima
830,40,FEMALE,60625,40083,13,6,OLDISH-Nissan-Leaf
834,41,FEMALE,75052,60254,10,5,NEWISH-Toyota-Rav4
837,40,FEMALE,79912,48627,14,7,NEWISH-Nissan-Altima
840,40,MALE,77573,68458,7,3,OLDISH-Ford-Mustang
842,35,MALE,94544,49452,14,7,NEWISH-Nissan-Altima
845,44,MALE,10452,20606,10,5,NEWISH-Toyota-Rav4
846,44,FEMALE,28269,61899,10,5,NEWISH-Toyota-Rav4
847,41,FEMALE,75052,60254,11,5,OLDISH-Toyota-Rav4
849,42,FEMALE,92503,44829,13,6,OLDISH-Nissan-Leaf
850,36,MALE,78572,23799,11,5,OLDISH-Toyota-Rav4
851,40,FEMALE,95076,45354,14,7,NEWISH-Nissan-Altima
854,34,FEMALE,11234,51446,8,4,NEWISH-Toyota-Sienna
860,38,MALE,60618,41355,11,5,OLDISH-Toyota-Rav4
863,38,MALE,77494,86488,8,4,NEWISH-Toyota-Sienna
873,40,MALE,78572,23799,9,4,OLDISH-Toyota-Sienna
875,39,MALE,77036,26931,9,4,OLDISH-Toyota-Sienna
878,41,MALE,94544,49452,7,3,OLDISH-Ford-Mustang
881,39,MALE,93065,72384,11,5,OLDISH-Toyota-Rav4
882,39,MALE,79936,42857,11,5,OLDISH-Toyota-Rav4
883,40,FEMALE,10452,20606,14,7,NEWISH-Nissan-Altima
887,42,MALE,93257,30995,12,6,NEWISH-Nissan-Leaf
888,39,MALE,75052,60254,12,6,NEWISH-Nissan-Leaf
889,37,FEMALE,30043,71424,10,5,NEWISH-Toyota-Rav4
894,37,FEMALE,95076,45354,7,3,OLDISH-Ford-Mustang
901,39,MALE,90250,33656,11,5,OLDISH-Toyota-Rav4
902,39,MALE,75052,60254,9,4,OLDISH-Toyota-Sienna
909,34,FEMALE,28269,61899,8,4,NEWISH-Toyota-Sienna
913,39,MALE,75211,32702,11,5,OLDISH-Toyota-Rav4
914,37,FEMALE,91331,39225,10,5,NEWISH-Toyota-Rav4
918,42,FEMALE,94544,49452,13,6,OLDISH-Nissan-Leaf
919,38,MALE,11234,51446,10,5,NEWISH-Toyota-Rav4
920,45,MALE,60617,35534,12,6,NEWISH-Nissan-Leaf
924,34,FEMALE,8701,35647,8,4,NEWISH-Toyota-Sienna
926,40,MALE,90044,22091,8,4,NEWISH-Toyota-Sienna
927,36,MALE,79912,48627,11,5,OLDISH-Toyota-Rav4
928,41,MALE,77494,86488,11,5,OLDISH-Toyota-Rav4
932,43,MALE,94565,48523,8,4,NEWISH-Toyota-Sienna
934,40,FEMALE,92335,35008,5,2,OLDISH-Toyota-Prius
935,43,MALE,91331,39225,7,3,OLDISH-Ford-Mustang
939,38,MALE,11219,26648,9,4,OLDISH-Toyota-Sienna
942,33,FEMALE,10467,29044,10,5,NEWISH-Toyota-Rav4
944,44,MALE,10452,20606,6,3,NEWISH-Ford-Mustang
946,45,MALE,85364,31515,12,6,NEWISH-Nissan-Leaf
949,42,FEMALE,92335,35008,9,4,OLDISH-Toyota-Sienna
950,41,MALE,85364,31515,11,5,OLDISH-Toyota-Rav4
966,38,FEMALE,92154,42970,12,6,NEWISH-Nissan-Leaf
971,35,MALE,95823,36001,6,3,NEWISH-Ford-Mustang
974,39,MALE,66062,68682,11,5,OLDISH-Toyota-Rav4
977,32,FEMALE,93722,43256,11,5,OLDISH-Toyota-Rav4
983,40,MALE,90011,23851,1,0,OLDISH-Toyota-Camry
984,42,FEMALE,8701,35647,9,4,OLDISH-Toyota-Sienna
990,46,MALE,23464,53486,12,6,NEWISH-Nissan-Leaf
997,37,MALE,90255,30375,12,6,NEWISH-Nissan-Leaf
1006,40,FEMALE,77429,78527,6,3,NEWISH-Ford-Mustang
1011,39,MALE,94544,49452,8,4,NEWISH-Toyota-Sienna
1014,34,MALE,90706,39362,11,5,OLDISH-Toyota-Rav4
1017,34,FEMALE,10468,26852,10,5,NEWISH-Toyota-Rav4
1020,41,MALE,90250,33656,9,4,OLDISH-Toyota-Sienna
1021,42,FEMALE,92345,41423,11,5,OLDISH-Toyota-Rav4
1027,43,FEMALE,90650,46012,8,4,NEWISH-Toyota-Sienna
1028,33,MALE,92154,42970,3,1,OLDISH-Ford-Fusion
1033,38,FEMALE,60647,35283,9,4,OLDISH-Toyota-Sienna
1037,43,MALE,92154,42970,9,4,OLDISH-Toyota-Sienna
1039,43,FEMALE,78572,23799,8,4,NEWISH-Toyota-Sienna
1040,43,MALE,90280,35744,7,3,OLDISH-Ford-Mustang
1042,33,MALE,23464,53486,13,6,OLDISH-Nissan-Leaf
1051,36,MALE,10453,21109,12,6,NEWISH-Nissan-Leaf
1056,42,MALE,10462,33735,9,4,OLDISH-Toyota-Sienna
1058,47,FEMALE,60625,40083,12,6,NEWISH-Nissan-Leaf
1062,33,FEMALE,93065,72384,7,3,OLDISH-Ford-Mustang
1069,48,FEMALE,66062,68682,9,4,OLDISH-Toyota-Sienna
1073,45,MALE,91331,39225,11,5,OLDISH-Toyota-Rav4
1075,40,MALE,93307,26462,6,3,NEWISH-Ford-Mustang
1080,42,FEMALE,85364,31515,10,5,NEWISH-Toyota-Rav4
1082,46,FEMALE,77479,96118,6,3,NEWISH-Ford-Mustang
1083,31,MALE,11234,51446,12,6,NEWISH-Nissan-Leaf
1096,38,MALE,11373,38151,13,6,OLDISH-Nissan-Leaf
1103,37,FEMALE,91342,48744,12,6,NEWISH-Nissan-Leaf
1105,40,MALE,78577,24216,12,6,NEWISH-Nissan-Leaf
1118,49,MALE,93550,37484,9,4,OLDISH-Toyota-Sienna
1122,40,FEMALE,23464,53486,14,7,NEWISH-Nissan-Altima
1131,41,MALE,93535,39747,12,6,NEWISH-Nissan-Leaf
1135,42,MALE,93550,37484,13,6,OLDISH-Nissan-Leaf
1136,37,FEMALE,60629,40279,13,6,OLDISH-Nissan-Leaf
1145,44,MALE,10029,22232,6,3,NEWISH-Ford-Mustang
1148,41,FEMALE,28269,61899,11,5,OLDISH-Toyota-Rav4
1153,41,FEMALE,77083,52931,11,5,OLDISH-Toyota-Rav4
1155,40,MALE,10468,26852,4,2,NEWISH-Toyota-Prius
1158,39,FEMALE,11226,29498,12,6,NEWISH-Nissan-Leaf
1160,39,MALE,11368,34746,11,5,OLDISH-Toyota-Rav4
1161,39,MALE,11226,29498,16,8,NEWISH-Nissan-Rogue
1164,42,FEMALE,10467,29044,12,6,NEWISH-Nissan-Leaf
1165,40,FEMALE,92154,42970,4,2,NEWISH-Toyota-Prius
1171,39,MALE,75052,60254,11,5,OLDISH-Toyota-Rav4
1172,40,FEMALE,11214,33765,13,6,OLDISH-Nissan-Leaf
1173,41,MALE,11355,36973,10,5,NEWISH-Toyota-Rav4
1176,38,MALE,92376,37568,18,9,NEWISH-Ford-Explorer
1177,42,MALE,37211,37141,18,9,NEWISH-Ford-Explorer
1183,37,FEMALE,10453,21109,10,5,NEWISH-Toyota-Rav4
1185,40,MALE,10468,26852,13,6,OLDISH-Nissan-Leaf
1187,36,FEMALE,10025,49733,11,5,OLDISH-Toyota-Rav4
1189,46,MALE,11234,51446,10,5,NEWISH-Toyota-Rav4
1194,42,FEMALE,89110,43073,8,4,NEWISH-Toyota-Sienna
1200,42,MALE,10025,49733,14,7,NEWISH-Nissan-Altima
1205,41,MALE,10467,29044,8,4,NEWISH-Toyota-Sienna
1206,39,FEMALE,11355,36973,6,3,NEWISH-Ford-Mustang
1210,34,MALE,79936,42857,12,6,NEWISH-Nissan-Leaf
1215,41,FEMALE,92683,49686,11,5,OLDISH-Toyota-Rav4
1221,39,FEMALE,11207,24163,9,4,OLDISH-Toyota-Sienna
1223,41,FEMALE,60647,35283,8,4,NEWISH-Toyota-Sienna
1229,39,FEMALE,11219,26648,12,6,NEWISH-Nissan-Leaf
1231,43,FEMALE,77429,78527,10,5,NEWISH-Toyota-Rav4
1236,37,FEMALE,22193,67190,12,6,NEWISH-Nissan-Leaf
1239,38,MALE,10029,22232,4,2,NEWISH-Toyota-Prius
1241,29,MALE,91335,40792,13,6,OLDISH-Nissan-Leaf
1250,36,MALE,10025,49733,11,5,OLDISH-Toyota-Rav4
1251,37,MALE,92336,55340,10,5,NEWISH-Toyota-Rav4
1262,39,MALE,10467,29044,11,5,OLDISH-Toyota-Rav4
1263,41,MALE,91706,41621,14,7,NEWISH-Nissan-Altima
1267,41,FEMALE,92335,35008,11,5,OLDISH-Toyota-Rav4
1268,39,MALE,23464,53486,12,6,NEWISH-Nissan-Leaf
1269,38,FEMALE,92154,42970,11,5,OLDISH-Toyota-Rav4
1271,42,MALE,91331,39225,5,2,OLDISH-Toyota-Prius
1272,43,MALE,10458,22072,14,7,NEWISH-Nissan-Altima
1274,34,MALE,10029,22232,12,6,NEWISH-Nissan-Leaf
1275,38,FEMALE,10468,26852,8,4,NEWISH-Toyota-Sienna
1280,38,MALE,75211,32702,10,5,NEWISH-Toyota-Rav4
1281,38,MALE,93307,26462,7,3,OLDISH-Ford-Mustang
1285,45,MALE,90044,22091,7,3,OLDISH-Ford-Mustang
1289,39,FEMALE,77494,86488,6,3,NEWISH-Ford-Mustang
1293,38,FEMALE,93065,72384,10,5,NEWISH-Toyota-Rav4
1294,43,FEMALE,77584,70113,4,2,NEWISH-Toyota-Prius
1297,43,MALE,91744,46792,2,1,NEWISH-Ford-Fusion
1298,41,FEMALE,11206,18661,10,5,NEWISH-Toyota-Rav4
1299,33,MALE,77083,52931,10,5,NEWISH-Toyota-Rav4
1303,37,MALE,75217,31532,8,4,NEWISH-Toyota-Sienna
1304,46,FEMALE,92509,45995,14,7,NEWISH-Nissan-Altima
1307,45,FEMALE,11214,33765,11,5,OLDISH-Toyota-Rav4
1314,41,FEMALE,91709,78336,10,5,NEWISH-Toyota-Rav4
1316,42,MALE,11206,18661,5,2,OLDISH-Toyota-Prius
1325,43,FEMALE,90650,46012,10,5,NEWISH-Toyota-Rav4
1328,48,MALE,66062,68682,7,3,OLDISH-Ford-Mustang
1329,36,FEMALE,77584,70113,9,4,OLDISH-Toyota-Sienna
1337,39,MALE,11214,33765,9,4,OLDISH-Toyota-Sienna
1339,42,FEMALE,11234,51446,6,3,NEWISH-Ford-Mustang
1342,38,MALE,92509,45995,7,3,OLDISH-Ford-Mustang
1351,41,MALE,90280,35744,9,4,OLDISH-Toyota-Sienna
1352,39,FEMALE,91709,78336,8,4,NEWISH-Toyota-Sienna
1353,43,MALE,92503,44829,12,6,NEWISH-Nissan-Leaf
1356,42,FEMALE,10468,26852,9,4,OLDISH-Toyota-Sienna
1357,42,FEMALE,78572,23799,8,4,NEWISH-Toyota-Sienna
1359,42,MALE,11373,38151,12,6,NEWISH-Nissan-Leaf
1360,40,MALE,11355,36973,17,8,OLDISH-Nissan-Rogue
1361,41,FEMALE,92335,35008,6,3,NEWISH-Ford-Mustang
1364,40,MALE,10458,22072,10,5,NEWISH-Toyota-Rav4
1367,38,MALE,11214,33765,8,4,NEWISH-Toyota-Sienna
1371,45,FEMALE,93550,37484,15,7,OLDISH-Nissan-Altima
1374,45,MALE,91710,55185,9,4,OLDISH-Toyota-Sienna
1375,37,MALE,91335,40792,12,6,NEWISH-Nissan-Leaf
1379,42,FEMALE,93065,72384,8,4,NEWISH-Toyota-Sienna
1383,41,FEMALE,11368,34746,14,7,NEWISH-Nissan-Altima
1386,40,MALE,92704,49923,8,4,NEWISH-Toyota-Sienna
1387,38,MALE,22193,67190,14,7,NEWISH-Nissan-Altima
1389,41,FEMALE,90255,30375,0,0,NEWISH-Toyota-Camry
1390,39,FEMALE,93307,26462,6,3,NEWISH-Ford-Mustang
1403,40,FEMALE,75070,84847,7,3,OLDISH-Ford-Mustang
1405,36,MALE,93257,30995,17,8,OLDISH-Nissan-Rogue
1406,34,FEMALE,92683,49686,12,6,NEWISH-Nissan-Leaf
1412,42,FEMALE,91331,39225,7,3,OLDISH-Ford-Mustang
1413,43,FEMALE,75211,32702,7,3,OLDISH-Ford-Mustang
1418,37,MALE,92704,49923,18,9,NEWISH-Ford-Explorer
